1957,ENSG00000213462,"endogenous retrovirus group 3 member 1, envelope [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3454"" class=""constant"">HGNC:3454</a>]",ERV3-1,Q14264,Protein coding
1958,ENSG00000234585,"chaperonin containing TCP1 subunit 6 pseudogene 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35137"" class=""constant"">HGNC:35137</a>]",CCT6P3,,Transcribed unprocessed pseudogene
1959,ENSG00000227113,pseudogene similar to part of sulfatase modifying factor 2 SUMF2,,,Unprocessed pseudogene
1960,ENSG00000226002,"general transcription factor IIi pseudogene 14 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51726"" class=""constant"">HGNC:51726</a>]",GTF2IP14,,Unprocessed pseudogene
1961,ENSG00000164669,"integrator complex subunit 4 pseudogene 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21925"" class=""constant"">HGNC:21925</a>]",INTS4P1,,Transcribed unprocessed pseudogene
1962,ENSG00000146757,"zinc finger protein 92 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13168"" class=""constant"">HGNC:13168</a>]",ZNF92,Q03936,Protein coding
1963,ENSG00000232270,,,,
1964,ENSG00000228409,"chaperonin containing TCP1 subunit 6 pseudogene 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33094"" class=""constant"">HGNC:33094</a>]",CCT6P1,,Transcribed unprocessed pseudogene
1965,ENSG00000196715,"vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21492"" class=""constant"">HGNC:21492</a>]",VKORC1L1,Q8N0U8,Protein coding
1966,ENSG00000169919,"glucuronidase beta [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4696"" class=""constant"">HGNC:4696</a>]",GUSB,P08236,Protein coding
1967,ENSG00000126522,"argininosuccinate lyase [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:746"" class=""constant"">HGNC:746</a>]",ASL,P04424,Protein coding
1968,ENSG00000241258,"CGRP receptor component [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17888"" class=""constant"">HGNC:17888</a>]",CRCP,O75575,Protein coding
1969,ENSG00000169902,"tyrosylprotein sulfotransferase 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12020"" class=""constant"">HGNC:12020</a>]",TPST1,O60507,Protein coding
1970,ENSG00000179406,"long intergenic non-protein coding RNA 174 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27788"" class=""constant"">HGNC:27788</a>]",LINC00174,,LncRNA
1971,ENSG00000251451,"general transcription factor IIi pseudogene 9 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51721"" class=""constant"">HGNC:51721</a>]",GTF2IP9,,Transcribed unprocessed pseudogene
1972,ENSG00000230189,"RABGEF1 pseudogene 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55752"" class=""constant"">HGNC:55752</a>]",RABGEF1P2,,Transcribed unprocessed pseudogene
1973,ENSG00000231234,"S-phase kinase associated protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33696"" class=""constant"">HGNC:33696</a>]",SKP1P1,,Transcribed processed pseudogene
1974,ENSG00000267941,,,,
1975,ENSG00000223473,,,,
1976,ENSG00000237310,"long intergenic non-protein coding RNA 3011 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:56136"" class=""constant"">HGNC:56136</a>]",LINC03011,,LncRNA
1977,ENSG00000234500,GTF2I repeat domain containing 1 (GTF2IRD1) pseudogene,,,Unprocessed pseudogene
1978,ENSG00000229180,"RABGEF1 pseudogene 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55751"" class=""constant"">HGNC:55751</a>]",RABGEF1P1,,Transcribed unprocessed pseudogene
1979,ENSG00000232559,,,,
1980,ENSG00000243335,"potassium channel tetramerization domain containing 7 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21957"" class=""constant"">HGNC:21957</a>]",KCTD7,Q96MP8,Protein coding
1981,ENSG00000226824,novel transcript,,,LncRNA
1982,ENSG00000154710,"RAB guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17676"" class=""constant"">HGNC:17676</a>]",RABGEF1,Q9UJ41,Protein coding
1983,ENSG00000232546,"pseudogene similar to part of general transcription factor II, i (GTF2I)",,,Unprocessed pseudogene
1984,ENSG00000230295,"general transcription factor IIi pseudogene 23 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51735"" class=""constant"">HGNC:51735</a>]",GTF2IP23,,Unprocessed pseudogene
1985,ENSG00000106609,"transmembrane protein 248 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25476"" class=""constant"">HGNC:25476</a>]",TMEM248,Q9NWD8,Protein coding
1986,ENSG00000126524,"SBDS ribosome maturation factor [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19440"" class=""constant"">HGNC:19440</a>]",SBDS,Q9Y3A5,Protein coding
1987,ENSG00000198874,"tRNA-yW synthesizing protein 1 homolog [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25598"" class=""constant"">HGNC:25598</a>]",TYW1,Q9NV66,Protein coding
1988,ENSG00000230358,"speedy/RINGO cell cycle regulator family member E21 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51517"" class=""constant"">HGNC:51517</a>]",SPDYE21,A0A494C086,Protein coding
1989,ENSG00000067601,"PMS1 homolog 2, mismatch repair system component pseudogene 4 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9129"" class=""constant"">HGNC:9129</a>]",PMS2P4,,Transcribed unprocessed pseudogene
1990,ENSG00000106610,"stromal antigen 3-like 4 (pseudogene) [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33887"" class=""constant"">HGNC:33887</a>]",STAG3L4,,Transcribed unprocessed pseudogene
1991,ENSG00000235475,,,,
1992,ENSG00000158321,"activator of transcription and developmental regulator AUTS2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14262"" class=""constant"">HGNC:14262</a>]",AUTS2,Q8WXX7,Protein coding
1993,ENSG00000185274,"polypeptide N-acetylgalactosaminyltransferase 17 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16347"" class=""constant"">HGNC:16347</a>]",GALNT17,Q6IS24,Protein coding
1994,ENSG00000183166,"calneuron 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13248"" class=""constant"">HGNC:13248</a>]",CALN1,Q9BXU9,Protein coding
1995,ENSG00000254184,,,,
1996,ENSG00000225648,"SBDS pseudogene 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21646"" class=""constant"">HGNC:21646</a>]",SBDSP1,,Transcribed unprocessed pseudogene
1997,ENSG00000196313,"POM121 transmembrane nucleoporin [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19702"" class=""constant"">HGNC:19702</a>]",POM121,Q96HA1,Protein coding
1998,ENSG00000174353,"stromal antigen 3-like 3 (pseudogene) [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33845"" class=""constant"">HGNC:33845</a>]",STAG3L3,,Transcribed unprocessed pseudogene
1999,ENSG00000229018,"PMS1 homolog 2, mismatch repair system component pseudogene 7 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33515"" class=""constant"">HGNC:33515</a>]",PMS2P7,,Unprocessed pseudogene
2000,ENSG00000233369,"general transcription factor IIi pseudogene 4 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51716"" class=""constant"">HGNC:51716</a>]",GTF2IP4,,Transcribed processed pseudogene
2001,ENSG00000205578,"POM121 transmembrane nucleoporin B (pseudogene) [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:34004"" class=""constant"">HGNC:34004</a>]",POM121B,,Unprocessed pseudogene
2002,ENSG00000130305,"NOP2/Sun RNA methyltransferase 5 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16385"" class=""constant"">HGNC:16385</a>]",NSUN5,Q96P11,Protein coding
2003,ENSG00000188763,"frizzled class receptor 9 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4047"" class=""constant"">HGNC:4047</a>]",FZD9,O00144,Protein coding
2004,ENSG00000009954,"bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:961"" class=""constant"">HGNC:961</a>]",BAZ1B,Q9UIG0,Protein coding
2005,ENSG00000106635,"BAF chromatin remodeling complex subunit BCL7B [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1005"" class=""constant"">HGNC:1005</a>]",BCL7B,Q9BQE9,Protein coding
2006,ENSG00000106638,"transducin beta like 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11586"" class=""constant"">HGNC:11586</a>]",TBL2,Q9Y4P3,Protein coding
2007,ENSG00000009950,"MLX interacting protein like [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12744"" class=""constant"">HGNC:12744</a>]",MLXIPL,Q9NP71,Protein coding
2008,ENSG00000176428,"VPS37D subunit of ESCRT-I [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18287"" class=""constant"">HGNC:18287</a>]",VPS37D,Q86XT2,Protein coding
2009,ENSG00000176410,"DnaJ heat shock protein family (Hsp40) member C30 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16410"" class=""constant"">HGNC:16410</a>]",DNAJC30,Q96LL9,Protein coding
2010,ENSG00000071462,"BUD23 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16405"" class=""constant"">HGNC:16405</a>]",BUD23,O43709,Protein coding
2011,ENSG00000106089,"syntaxin 1A [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11433"" class=""constant"">HGNC:11433</a>]",STX1A,Q16623,Protein coding
2012,ENSG00000106077,"abhydrolase domain containing 11 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16407"" class=""constant"">HGNC:16407</a>]",ABHD11,Q8NFV4,Protein coding
2013,ENSG00000189143,"claudin 4 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2046"" class=""constant"">HGNC:2046</a>]",CLDN4,O14493,Protein coding
2014,ENSG00000165171,"methyltransferase like 27 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19068"" class=""constant"">HGNC:19068</a>]",METTL27,Q8N6F8,Protein coding
2015,ENSG00000049540,"elastin [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3327"" class=""constant"">HGNC:3327</a>]",ELN,P15502,Protein coding
2016,ENSG00000106683,"LIM domain kinase 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6613"" class=""constant"">HGNC:6613</a>]",LIMK1,P53667,Protein coding
2017,ENSG00000106682,"eukaryotic translation initiation factor 4H [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12741"" class=""constant"">HGNC:12741</a>]",EIF4H,Q15056,Protein coding
2018,ENSG00000086730,"linker for activation of T cells family member 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12749"" class=""constant"">HGNC:12749</a>]",LAT2,Q9GZY6,Protein coding
2019,ENSG00000049541,"replication factor C subunit 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9970"" class=""constant"">HGNC:9970</a>]",RFC2,P35250,Protein coding
2020,ENSG00000106665,"CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2586"" class=""constant"">HGNC:2586</a>]",CLIP2,Q9UDT6,Protein coding
2021,ENSG00000006704,"GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4661"" class=""constant"">HGNC:4661</a>]",GTF2IRD1,Q9UHL9,Protein coding
2022,ENSG00000077809,,,,
2023,ENSG00000232729,"GTF2I antisense RNA 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55572"" class=""constant"">HGNC:55572</a>]",GTF2I-AS1,,LncRNA
2024,ENSG00000160828,,,,
2025,ENSG00000158517,"neutrophil cytosolic factor 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7660"" class=""constant"">HGNC:7660</a>]",NCF1,P14598,Protein coding
2026,ENSG00000196275,"GTF2I repeat domain containing 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30775"" class=""constant"">HGNC:30775</a>]",GTF2IRD2,Q86UP8,Protein coding
2027,ENSG00000123965,"PMS1 homolog 2, mismatch repair system component pseudogene 5 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9130"" class=""constant"">HGNC:9130</a>]",PMS2P5,,Unprocessed pseudogene
2028,ENSG00000184616,"speedy/RINGO cell cycle regulator family member E12 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51508"" class=""constant"">HGNC:51508</a>]",SPDYE12,P0DUX1,Protein coding
2029,ENSG00000174374,,,,
2030,ENSG00000174428,"GTF2I repeat domain containing 2B [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33125"" class=""constant"">HGNC:33125</a>]",GTF2IRD2B,Q6EKJ0,Protein coding
2031,ENSG00000189011,,,,
2032,ENSG00000198750,,,,
2033,ENSG00000205583,"stromal antigen 3-like 1 (pseudogene) [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33852"" class=""constant"">HGNC:33852</a>]",STAG3L1,,Transcribed unprocessed pseudogene
2034,ENSG00000223705,"NSUN5 pseudogene 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19146"" class=""constant"">HGNC:19146</a>]",NSUN5P1,,Transcribed unprocessed pseudogene
2035,ENSG00000135213,,,,
2036,ENSG00000170092,"speedy/RINGO cell cycle regulator family member E5 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:35464"" class=""constant"">HGNC:35464</a>]",SPDYE5,A6NIY4,Protein coding
2037,ENSG00000127957,"PMS1 homolog 2, mismatch repair system component pseudogene 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9128"" class=""constant"">HGNC:9128</a>]",PMS2P3,,Transcribed unprocessed pseudogene
2038,ENSG00000127946,"huntingtin interacting protein 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4913"" class=""constant"">HGNC:4913</a>]",HIP1,O00291,Protein coding
2039,ENSG00000005486,"rhomboid domain containing 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:23082"" class=""constant"">HGNC:23082</a>]",RHBDD2,Q6NTF9,Protein coding
2040,ENSG00000127948,"cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9208"" class=""constant"">HGNC:9208</a>]",POR,P16435,Protein coding
2041,ENSG00000235090,"ribosomal protein L7 like 1 pseudogene 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:39485"" class=""constant"">HGNC:39485</a>]",RPL7L1P3,,Processed pseudogene
2042,ENSG00000189077,"transmembrane protein 120A [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21697"" class=""constant"">HGNC:21697</a>]",TMEM120A,Q9BXJ8,Protein coding
2043,ENSG00000127952,"serine/threonine/tyrosine interacting like 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18165"" class=""constant"">HGNC:18165</a>]",STYXL1,Q9Y6J8,Protein coding
2044,ENSG00000146701,"malate dehydrogenase 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6971"" class=""constant"">HGNC:6971</a>]",MDH2,P40926,Protein coding
2045,ENSG00000227038,"general transcription factor IIi pseudogene 7 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51720"" class=""constant"">HGNC:51720</a>]",GTF2IP7,,Transcribed unprocessed pseudogene
2046,ENSG00000177679,"serine/arginine repetitive matrix 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26729"" class=""constant"">HGNC:26729</a>]",SRRM3,,Protein coding
2047,ENSG00000106211,"heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:5246"" class=""constant"">HGNC:5246</a>]",HSPB1,P04792,Protein coding
2048,ENSG00000170027,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12852"" class=""constant"">HGNC:12852</a>]",YWHAG,P61981,Protein coding
2049,ENSG00000146700,"scavenger receptor cysteine rich family member with 4 domains [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14461"" class=""constant"">HGNC:14461</a>]",SSC4D,Q8WTU2,Protein coding
2050,ENSG00000188372,"zona pellucida glycoprotein 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13189"" class=""constant"">HGNC:13189</a>]",ZP3,P21754,Protein coding
2051,ENSG00000091073,"deltex E3 ubiquitin ligase 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15973"" class=""constant"">HGNC:15973</a>]",DTX2,Q86UW9,Protein coding
2052,ENSG00000243566,"uroplakin 3B [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21444"" class=""constant"">HGNC:21444</a>]",UPK3B,Q9BT76,Protein coding
2053,ENSG00000205485,,,,
2054,ENSG00000146707,"POM121 and ZP3 fusion [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9203"" class=""constant"">HGNC:9203</a>]",POMZP3,Q6PJE2,Protein coding
2055,ENSG00000186704,"DTX2 pseudogene 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:42352"" class=""constant"">HGNC:42352</a>]",DTX2P1,,Transcribed unprocessed pseudogene
2056,ENSG00000237815,,,,
2057,ENSG00000225726,"pseudogene similar to part of SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 SMARCA1",,,Processed pseudogene
